order_id,order_date,origin_country,destination_country,carrier,warehouse,product_category,weight_kg,shipping_cost_usd,cod_amount_usd,status,delivery_date,sla_days_target,fail_reason
APG100584,2025-03-14 14:00,UAE,UAE,FastCourier,DXB-WH1,Fashion,1.67,6.94,0.0,delivered,2025-03-16,4,
APG100084,2025-02-09 02:00,Jordan,Iraq,Local Fleet,IST-WH1,Home & Garden,0.74,7.94,214.56,Returned ,2025-02-18 03:09,2,Damaged Package
APG100881,2025-04-10,Turkey,Saudi Arabia,aramex,AMM-WH1,Electronics,3.76,21.84,0.0,Deliverd,16/04/2025,7,
APG100406,12/06/2025,UAE,Kuwait,aramex,IST-WH1,Fashion,0.1,3.32,0.0,Delivered,2025-06-17 04:19,4,
APG100635,04/07/2025,Germany,Jordan,Aramex,AMM-WH1,Books,2.14,9.89,25.26,Delivered,2025-07-09,10,
APG100695,2025-03-14,UK,Egypt,Local Fleet,DXB-WH1,Toys,1.53,9.52,0.0,Failed Delivery,2025-03-20 07:42,10,Customs Delay
APG100062,2025-04-05,Germany,Egypt,SMSA,DXB-WH1,Sports,2.12,10.73,0.0,DELIVERED,2025-04-09,10,
APG100147,2025-04-05,Germany,Kuwait,aramex,IST-WH1,Electronics,0.0,4.46,0.0,DELIVERED,13/04/2025,10,
APG100401,03-07-2025,Jordan,Saudi Arabia,Aramex,IST-WH1,Home & Garden,0.45,2.55,0.0,failed delivery,2025-03-14 09:04,2,Wrong Address
APG100662,2025-04-28 22:00,China,Jordan,Local Fleet,AMM-WH1,Toys,1.97,8.37,159.37,FAILED_DELIVERY,2025-05-05,9,Damaged Package
APG100163,13/04/2025,Germany,UAE,FastCourier,AMM-WH1,Toys,2.0,10.1,0.0,DELIVERED,2025-04-15,10,
APG100762,01-29-2025,Jordan,Saudi Arabia,SMSA,AMM-WH1,Sports,5.62,26.32,0.0,Deliverd,03/02/2025,2,
APG100060,14/08/2025,Turkey,UAE,FastCourier,AMM-WH2,Electronics,4.12,15.41,0.0,DELIVERED,2025-08-20,7,
APG100307,05-25-2025,UAE,UAE,,AMM-WH1,Sports,,,0.0,delivered,2025-05-27,4,
APG100004,2025-04-08 03:00,China,Jordan,FastCourier,AMM-WH1,Home & Garden,0.43,5.32,243.55,Failed,16/04/2025,9,Wrong Address
APG100317,2025-07-22 05:00,China,Egypt,Local Fleet,IST-WH1,Sports,0.1,4.7,0.0,Delivered,2025-07-31,9,
APG100760,2025-06-13,UK,Kuwait,DHL,AMM-WH2,Electronics,3.61,13.19,0.0,Delivered,2025-06-20 10:28,10,
APG100982,2025-04-11 12:00,Germany,UAE,SMSA,IST-WH1,Beauty,0.1,2.44,38.83,Delivered,2025-04-15 02:55,10,
APG100677,2025-01-06 14:00,Jordan,Kuwait,FastCourier,IST-WH1,Books,0.37,2.02,161.3,returned,2025-01-13,2,
APG101086,2025-07-27 21:00,Turkey,Iraq,Local Fleet ,DXB-WH1,  Toys  ,0.27,4.85,71.97,Failed,2025-08-04,7,Warehouse Delay
APG101115,2025-04-05,china,Egypt,aramex,IST-WH1,Home & Garden,4.3,22.02,0.0,DELIVERED,2025-04-08 23:17,10,
APG100652,21/08/2025,UK,Kuwait,FastCourier,IST-WH1,Sports,0.77,5.03,219.15,DELIVERED,27/08/2025,10,
APG100120,01-23-2025,Germany,UAE,DHL,IST-WH1,Beauty,4.19,20.74,0.0,Delivered,30/01/2025,10,
APG100957,26/01/2025,Jordan,Kuwait,SMSA,AMM-WH2,Fashion,0.13,3.07,0.0,DELIVERED,2025-02-01,2,
APG100211,05/01/2025,Germany,Kuwait,Aramex,DXB-WH1,Electronics,0.1,2.58,130.53,Deliverd,2025-01-09 21:37,10,
APG100510,2025-01-10 14:00,UAE,Iraq,Local Fleet ,AMM-WH1,Books,3.57,13.71,0.0,Deliverd,2025-01-15 13:40,4,
APG100524,02-08-2025,UAE,Iraq,SMSA,IST-WH1,Toys,1.0,6.91,0.0,DELIVERED,2025-02-15 08:51,4,
APG100248,2025-07-28,UK,Iraq,aramex,IST-WH1,BOOKS,0.73,9.14,0.0,delivered,2025-08-03,10,
APG100267,2025-04-27,Jordan,Jordan,Local Fleet,AMM-WH2,Sports,0.49,5.26,0.0,Delivered,2025-04-29,2,
APG100571,06/07/2025,Turkey,Jordan,SMSA,AMM-WH2,Toys,0.41,5.67,0.0,failed delivery,11/07/2025,7,
APG101097,2025-05-09,Turkey,UAE,Aramex,AMM-WH2,Sports,0.72,3.9,60.7,Deliverd,15/05/2025,7,
APG100130,2025-07-28 04:00,Germany,UAE,Local Fleet ,IST-WH1,Sports,0.19,1.89,0.0,Delivered,01/08/2025,10,
APG100280,07-17-2025,UK,UAE,Local Fleet,DXB-WH1,Beauty,0.1,1.91,0.0,Deliverd,2025-07-23 21:43,10,
APG100523,06-15-2025,china,Kuwait,Aramex,AMM-WH2,Fashion,1.76,14.48,0.0,Delivered,21/06/2025,7,
APG100082,12/01/2025,UAE,Kuwait,Local Fleet ,IST-WH1,Books,1.25,8.47,0.0,Deliverd,18/01/2025,4,
APG101080,26/06/2025,UK,Saudi Arabia,DHL,AMM-WH1,Sports,0.64,5.54,38.25,Deliverd,2025-07-02 09:15,10,
APG101041,01-10-2025,Germany,Saudi Arabia,Local Fleet ,AMM-WH2,Toys,10.88,54.42,0.0,Failed,2025-01-18 12:24,10,Warehouse Delay
APG100470,2025-04-06,UAE,Iraq,Aramex,AMM-WH2,Fashion,1.66,13.48,0.0,Returned,2025-04-13 13:11,4,Warehouse Delay
APG100179,08-20-2025,China,Iraq,Local Fleet ,AMM-WH1,Fashion,0.1,2.61,0.0,delivered,2025-08-27 04:51,9,
APG101151,2025-05-05 07:00,Germany,Iraq,FastCourier,IST-WH1,Toys,2.39,7.7,0.0,DELIVERED,2025-05-12,10,
APG101173,29/01/2025,Jordan,Jordan,SMSA,IST-WH1,Books,0.65,5.34,0.0,Deliverd,2025-01-31 07:06,2,
APG100621,05/05/2025,Germany,Kuwait,Local Fleet ,IST-WH1,Toys,0.96,8.42,131.6,Deliverd,2025-05-10,10,
APG100923,03/08/2025,Germany,UAE,Local Fleet,AMM-WH1,Fashion,0.98,5.52,0.0,delivered,2025-08-10,10,
APG100943,2025-07-18 10:00,China,Egypt,FastCourier,IST-WH1,Electronics,2.01,12.06,0.0,Deliverd,2025-07-30 05:27,9,
APG100527,05-20-2025,Jordan,Kuwait,SMSA,AMM-WH2,Fashion,0.54,6.77,96.47,delivered,2025-05-24 09:14,2,
APG100580,01-23-2025,UAE,Kuwait,DHL,AMM-WH1,Home & Garden,0.1,2.39,177.3,IN TRANSIT,,4,
APG101027,02-02-2025,Germany,Jordan,DHL,AMM-WH2,Electronics,0.57,5.57,103.15,FAILED_DELIVERY,2025-02-07 21:06,10,Damaged Package
APG100845,2025-07-31 01:00,Germany,Egypt,FastCourier,IST-WH1,Books,0.58,2.59,0.0,Deliverd,2025-08-08,10,
APG100678,29/05/2025,Jordan,Iraq,Aramex,IST-WH1,Beauty,0.49,5.42,156.76,DELIVERED,2025-06-06,2,
APG100112,2025-02-27,Turkey,Egypt,Local Fleet ,DXB-WH1,Books,0.1,2.35,0.0,Failed Delivery,2025-03-08,7,Damaged Package
APG100469,06-17-2025,Turkey,Egypt,DHL,IST-WH1,Home & Garden,1.81,11.23,0.0,DELIVERED,26/06/2025,7,
APG101168,03-12-2025,Jordan,Jordan,Aramex,AMM-WH2,Fashion,3.12,10.77,0.0,DELIVERED,2025-03-13,2,
APG100015,2025-05-05,China,Iraq,DHL,IST-WH1,Sports,0.39,3.93,136.64,delivered,2025-05-15,9,
APG100215,2025-08-18,UK,Jordan,DHL,IST-WH1,Fashion,4.77,21.15,0.0,Delivered,2025-08-19,10,
APG100883,24/08/2025,UAE,Iraq,SMSA,IST-WH1,TOYS,2.61,14.42,0.0,Deliverd,2025-08-28 12:50,4,
APG100328,2025-06-17 02:00,Germany,UAE,Local Fleet,DXB-WH1,  Fashion  ,5.39,25.95,0.0,delivered,2025-06-22,10,
APG100161,2025-06-08,UK,Kuwait,Local Fleet ,DXB-WH1,Toys,1.68,10.18,68.77,Returned,2025-06-13 17:25,10,Warehouse Delay
APG100477,2025-02-05,Jordan,Iraq,FastCourier,AMM-WH2,Sports,0.18,4.0,0.0,Deliverd,2025-02-11,2,
APG100009,2025-05-08,UAE,Iraq,DHL,AMM-WH2,Home & Garden,0.1,3.58,73.06,Deliverd,2025-05-13 14:25,4,
APG100459,01-05-2025,Turkey,Egypt,Local Fleet,DXB-WH1,Electronics,4.71,29.86,0.0,delivered,2025-01-16,7,
APG100027,2025-08-26 02:00,Jordan,UAE,SMSA,AMM-WH1,Toys,1.23,5.24,0.0,In Transit,,2,
APG101136,04-28-2025,Turkey,Kuwait,aramex,AMM-WH2,Sports,0.58,5.41,0.0,In Transit,,7,
APG101019,08-18-2025,Turkey,Kuwait,Local Fleet,AMM-WH1,Toys,2.56,9.01,0.0,RTO,2025-08-25 16:33,7,Wrong Address
APG100697,05-27-2025,Jordan,UAE,SMSA,AMM-WH2,Home & Garden,1.73,14.16,0.0,Delivered,01/06/2025,2,
APG100851,07-22-2025,China,Jordan,DHL,AMM-WH1,Home & Garden,1.62,10.35,0.0,delivered,2025-07-24,9,
APG101183,07-18-2025,Germany,Saudi Arabia,Local Fleet ,DXB-WH1,Sports,0.79,7.55,0.0,delivered,2025-07-20 22:37,10,
APG100612,2025-06-03,Turkey,Kuwait,Local Fleet ,IST-WH1,Books,0.54,4.41,246.39,DELIVERED,09/06/2025,7,
APG100183,04-27-2025,Turkey,UAE,DHL,IST-WH1,  Books  ,4.57,20.02,89.36,FAILED_DELIVERY,2025-05-04,7,Warehouse Delay
APG101068,2025-06-04,UK,Egypt,DHL,AMM-WH1,Fashion,0.43,7.21,0.0,Deliverd,2025-06-08 04:42,10,
APG100026,2025-05-30,Jordan,Iraq,Local Fleet,DXB-WH1,Fashion,2.25,10.09,0.0,DELIVERED,2025-06-06 18:49,2,
APG100969,21/07/2025,Turkey,UAE,Local Fleet ,AMM-WH2,Home & Garden,2.08,14.24,0.0,failed delivery,30/07/2025,7,Warehouse Delay
APG100497,2025-05-29,Jordan,Iraq,Aramex,DXB-WH1,Books,1.76,10.98,206.86,Delivered,2025-06-05,2,
APG101090,2025-05-02,Germany,Kuwait,Local Fleet ,DXB-WH1,  Home & Garden  ,0.98,6.71,0.0,DELIVERED,2025-05-06,10,
APG100742,2025-02-19,Turkey,Kuwait,Aramex,AMM-WH2,Electronics,1.4,6.17,0.0,DELIVERED,23/02/2025,7,
APG100839,2025-04-01,UAE,Kuwait,,AMM-WH2,,,,237.39,DELIVERED,2025-04-07 07:56,4,
APG100896,2025-08-18 23:00,Turkey,Kuwait,FastCourier,AMM-WH2,Books,0.19,4.68,0.0,In Transit,,7,
APG100050,2025-03-11,Jordan,Saudi Arabia,Aramex,DXB-WH1,  Beauty  ,0.46,6.42,183.8,Deliverd,2025-03-15,2,
APG100440,2025-05-07,UAE,Jordan,aramex,IST-WH1,Books,1.52,11.96,0.0,Failed,2025-05-14 01:23,4,Wrong Address
APG100039,2025-06-19 03:00,UK,UAE,FastCourier,IST-WH1,Home & Garden,2.19,11.76,0.0,DELIVERED,2025-06-23 21:11,10,
APG100849,2025-01-11 04:00,UAE,UAE,Local Fleet,AMM-WH2,Electronics,0.39,6.68,0.0,CANCELLED,2025-01-14 02:04,4,
APG101186,17/08/2025,UK,Kuwait,Local Fleet,DXB-WH1,Fashion,3.16,9.91,0.0,Deliverd,22/08/2025,10,
APG100950,27/01/2025,UAE,Kuwait,aramex,DXB-WH1,Toys,3.78,21.76,0.0,delivered,02/02/2025,4,
APG100587,26/08/2025,UAE,Kuwait,Local Fleet ,DXB-WH1,Toys,2.21,12.71,0.0,failed delivery,2025-08-31,4,
APG100894,13/06/2025,UK,Saudi Arabia,FastCourier,AMM-WH1,Toys,0.1,4.61,0.0,returned,19/06/2025,10,Wrong Address
APG101061,08-11-2025,UAE,Kuwait,SMSA,IST-WH1,Fashion,2.92,13.23,0.0,Failed Delivery,2025-08-21,4,Warehouse Delay
APG100383,09/02/2025,Germany,Egypt,aramex,IST-WH1,Home & Garden,1.09,5.62,198.56,DELIVERED,2025-02-16,10,
APG100466,13/01/2025,UK,Iraq,Local Fleet,IST-WH1,Electronics,1.34,9.8,0.0,Deliverd,2025-01-18,10,
APG100344,13/08/2025,UK,UAE,Local Fleet,DXB-WH1,Books,0.14,3.04,0.0,In Transit,,10,
APG101046,06/07/2025,Turkey,Kuwait,Local Fleet ,AMM-WH1,Books,1.76,8.94,0.0,In Transit ,,7,
APG100313,06-17-2025,Turkey,Kuwait,Aramex,DXB-WH1,  Fashion  ,2.15,11.88,173.4,Deliverd,2025-06-21 23:21,7,
APG101129,04-04-2025,Germany,Saudi Arabia,DHL,IST-WH1,Books,0.88,4.24,0.0,RTO,2025-04-10 23:53,10,
APG100550,2025-08-29,UK,Iraq,SMSA,AMM-WH1,Beauty,0.23,2.02,239.0,Deliverd,2025-09-02 11:45,10,
APG100067,19/03/2025,UAE,Egypt,aramex,AMM-WH2,Beauty,0.9,7.21,0.0,cancelled,23/03/2025,4,
APG100206,03/04/2025,china,UAE,aramex,IST-WH1,Sports,1.46,9.82,0.0,Returned ,11/04/2025,7,
APG100495,05-23-2025,UK,Iraq,Aramex,DXB-WH1,Sports,0.48,5.68,0.0,Returned,2025-05-30 10:35,10,Damaged Package
APG100339,2025-06-29 04:00,UK,Egypt,Aramex,AMM-WH1,Toys,5.61,23.71,0.0,Returned ,2025-07-05 17:44,10,Warehouse Delay
APG101162,2025-03-31 02:00,UAE,Egypt,aramex,AMM-WH2,Home & Garden,0.2,2.77,0.0,DELIVERED,2025-04-05,4,
APG100227,03-25-2025,UK,Saudi Arabia,aramex,IST-WH1,Books,5.06,23.84,0.0,DELIVERED,2025-03-30,10,
APG101152,2025-01-29,Jordan,UAE,Local Fleet ,DXB-WH1,Electronics,0.61,7.54,0.0,delivered,03/02/2025,2,
APG100482,2025-06-06 07:00,UK,U.A.E.,DHL,AMM-WH1,Sports,8.53,35.8,124.38,in-transit,,10,
APG100643,2025-08-10 02:00,China,UAE,SMSA,IST-WH1,Sports,0.1,2.91,0.0,Deliverd,14/08/2025,9,
APG100290,01-15-2025,UK,Iraq,Local Fleet,AMM-WH2,Books,2.41,10.88,0.0,Deliverd,18/01/2025,10,
APG100434,04/04/2025,Jordan,UAE,DHL,AMM-WH1,Home & Garden,1.98,9.21,0.0,DELIVERED,10/04/2025,2,
APG100149,03-12-2025,UK,Kuwait,Local Fleet ,DXB-WH1,Beauty,7.71,37.12,0.0,Cancelled,2025-03-16 22:04,10,
APG100853,17/02/2025,Germany,Egypt,aramex,DXB-WH1,Electronics,0.32,3.9,0.0,In Transit ,,10,
APG100479,2025-06-30,Turkey,U.A.E.,SMSA,AMM-WH2,Books,0.89,7.53,0.0,delivered,2025-07-12 01:49,7,
APG100302,20/01/2025,UAE,Iraq,Local Fleet,IST-WH1,Toys,0.17,3.57,166.87,Delivered,2025-01-27,4,
APG100687,07-01-2025,Germany,UAE,Local Fleet ,AMM-WH1,Books,1.9,8.23,0.0,Deliverd,06/07/2025,10,
APG100228,2025-01-07 23:00,Germany,Egypt,Local Fleet ,IST-WH1,Fashion,0.73,8.19,26.6,Deliverd,2025-01-14 02:45,10,
APG100725,2025-02-02,China,Egypt,DHL,AMM-WH2,Home & Garden,0.33,5.76,0.0,Delivered,2025-02-14,9,
APG100150,23/06/2025,UAE,Egypt,DHL,AMM-WH2,ELECTRONICS,1.38,9.68,0.0,In Transit,,4,
APG100213,2025-05-25,Jordan,Kuwait,Local Fleet,AMM-WH1,Sports,2.06,14.3,0.0,delivered,31/05/2025,2,
APG100102,2025-05-31 06:00,UK,Saudi Arabia,Local Fleet,AMM-WH2,Books,1.15,9.43,0.0,delivered,2025-06-06,10,
APG100157,2025-06-24,Jordan,Kuwait,DHL,AMM-WH2,Books,0.57,4.47,0.0,DELIVERED,2025-06-29,2,
APG100800,01-17-2025,China,UAE,FastCourier,IST-WH1,Fashion,5.99,29.19,0.0,Delivered,2025-01-22 16:58,9,
APG101133,03-16-2025,UAE,Egypt,Aramex,AMM-WH2,Books,0.56,4.14,0.0,RTO,2025-03-23 13:08,4,
APG100606,09/01/2025,UAE,Jordan,Local Fleet,AMM-WH1,Electronics,0.52,2.89,0.0,Returned,2025-01-15 23:26,4,Customs Delay
APG100588,2025-01-29 23:00,Turkey,Iraq,DHL,AMM-WH1,Sports,1.31,7.29,211.81,FAILED_DELIVERY,2025-02-09,7,Damaged Package
APG100333,2025-07-13,China,UAE,Aramex,AMM-WH1,Sports,0.78,5.66,0.0,in-transit,,9,
APG100738,2025-08-08,UK,Egypt,Local Fleet,AMM-WH2,Fashion,3.95,20.54,0.0,Deliverd,12/08/2025,10,
APG100489,29/08/2025,UAE,Egypt,Local Fleet,AMM-WH1,Beauty,1.95,9.46,0.0,cancelled,2025-09-06 22:29,4,
APG100933,2025-06-25,UAE,Saudi Arabia,SMSA,DXB-WH1,Electronics,1.76,7.24,183.29,DELIVERED,2025-06-30 02:19,4,
APG100660,16/02/2025,UAE,UAE,FastCourier,AMM-WH2,Sports,0.43,6.84,0.0,DELIVERED,2025-02-17,4,
APG100477,2025-02-05 02:00,Jordan,Iraq,FastCourier,AMM-WH2,Sports,0.18,4.0,0.0,Deliverd,11/02/2025,2,
APG100024,03-17-2025,UAE,Saudi Arabia,FastCourier,AMM-WH1,Sports,0.71,4.86,0.0,Delivered,2025-03-23,4,
APG101042,2025-06-21 15:00,UAE,UAE,aramex,IST-WH1,Sports,0.1,3.63,0.0,Deliverd,24/06/2025,4,
APG100114,05/04/2025,Turkey,Saudi Arabia,aramex,AMM-WH1,Toys,3.78,22.76,0.0,DELIVERED,11/04/2025,7,
APG100961,2025-02-12,UK,Egypt,Aramex,DXB-WH1,Home & Garden,0.51,6.02,0.0,Delivered,2025-02-16,10,
APG101108,2025-01-06,Jordan,Kuwait,Local Fleet ,AMM-WH1,Sports,3.36,20.98,0.0,DELIVERED,10/01/2025,2,
APG100309,2025-08-19 16:00,UK,Egypt,aramex,AMM-WH2,Beauty,6.38,38.81,0.0,returned,2025-08-23,10,Refused by Customer
APG101195,2025-08-03 18:00,UK,Egypt,FastCourier,IST-WH1,Toys,0.86,3.71,0.0,Deliverd,2025-08-10,10,
APG100266,04-11-2025,UK,UAE,Local Fleet,IST-WH1,  Sports  ,2.01,14.55,0.0,Delivered,2025-04-18,10,
APG100475,2025-03-20,UAE,Egypt,SMSA,AMM-WH2,Sports,1.08,6.51,0.0,Deliverd,2025-03-24,4,
APG100690,2025-04-03,UK,Iraq,DHL,AMM-WH1,Books,0.81,7.13,0.0,Deliverd,2025-04-10,10,
APG100321,10/08/2025,UK,Jordan,SMSA,AMM-WH2,Fashion,1.78,9.23,0.0,Delivered,2025-08-15 02:22,10,
APG100366,07-01-2025,Germany,Iraq,aramex,AMM-WH2,Toys,10.53,59.79,0.0,DELIVERED,2025-07-06,10,
APG100668,02/07/2025,Germany,Iraq,FastCourier,AMM-WH1,Sports,3.52,15.13,227.73,Deliverd,2025-07-07,10,
APG100561,07-26-2025,Jordan,Iraq,DHL,DXB-WH1,  Fashion  ,1.11,7.46,0.0,in-transit,,2,
APG100879,2025-08-25,China,UAE,DHL,DXB-WH1,Beauty,3.25,18.66,0.0,Failed Delivery,27/08/2025,9,Warehouse Delay
APG100551,2025-05-18,China,Egypt,Local Fleet ,IST-WH1,Home & Garden,1.36,8.65,0.0,DELIVERED,30/05/2025,9,
APG100874,2025-01-29 00:00,Jordan,Jordan,aramex,DXB-WH1,Electronics,5.27,19.32,0.0,Returned,31/01/2025,2,Wrong Address
APG100995,2025-06-30 11:00,Turkey,Kuwait,aramex,AMM-WH2,Books,1.28,8.84,0.0,Delivered,2025-07-06,7,
APG100136,15/07/2025,Turkey,Jordan,,AMM-WH2,,,,228.52,DELIVERED,2025-07-19,7,
APG101158,27/05/2025,UK,Jordan,aramex,IST-WH1,Electronics,0.71,6.67,0.0,delivered,2025-06-03 11:48,10,
APG101126,04-15-2025,Germany,Iraq,aramex,AMM-WH1,Beauty,0.86,9.34,0.0,Deliverd,2025-04-21,10,
APG100946,19/03/2025,China,Jordan,FastCourier,IST-WH1,Books,1.02,5.19,43.06,RTO,2025-03-24 19:26,9,Wrong Address
APG100683,2025-05-07 09:00,China,Kuwait,DHL,AMM-WH1,Toys,1.66,12.39,0.0,in-transit,,9,
APG100844,03-16-2025,UK,Jordan,Local Fleet,AMM-WH2,Home & Garden,0.5,4.78,0.0,Deliverd,24/03/2025,10,
APG100852,2025-07-08,Jordan,Egypt,SMSA,DXB-WH1,Home & Garden,1.75,11.39,0.0,Deliverd,2025-07-13,2,
APG100064,2025-03-17,China,Saudi Arabia,DHL,AMM-WH1,Home & Garden,2.47,13.8,0.0,DELIVERED,2025-03-23,9,
APG100890,02/08/2025,China,Kuwait,FastCourier,DXB-WH1,Sports,4.18,26.9,180.24,Deliverd,2025-08-06,9,
APG100518,08/01/2025,Jordan,Kuwait,Aramex,IST-WH1,Home & Garden,1.89,9.46,0.0,Deliverd,12/01/2025,2,
APG100145,2025-05-12,Turkey,UAE,Local Fleet,AMM-WH2,  Electronics  ,1.78,10.68,0.0,Deliverd,19/05/2025,7,
APG100220,02-09-2025,China,UAE,Local Fleet ,DXB-WH1,Beauty,0.32,2.57,236.31,delivered,2025-02-14 21:09,9,
APG101189,2025-02-01 23:00,UAE,Kuwait,DHL,DXB-WH1,Sports,0.45,3.37,0.0,returned,2025-02-10,4,Wrong Address
APG100838,2025-05-26 23:00,UAE,Kuwait,Aramex,DXB-WH1,Sports,0.29,3.44,156.09,DELIVERED,31/05/2025,4,
APG100929,2025-01-03 05:00,UAE,UAE,Aramex,DXB-WH1,Home & Garden,1.19,8.45,0.0,Delivered,04/01/2025,4,
APG100080,17/07/2025,China,UAE,aramex,DXB-WH1,Toys,0.63,5.52,81.65,DELIVERED,2025-07-23 09:11,9,
APG100651,2025-07-30 09:00,UK,Saudi Arabia,SMSA,IST-WH1,Fashion,0.49,3.7,0.0,delivered,2025-08-05 15:15,10,
APG100461,07-27-2025,UAE,UAE,FastCourier,AMM-WH2,Beauty,0.53,6.58,0.0,Delivered,2025-07-28 18:31,4,
APG100059,07-12-2025,Jordan,Saudi Arabia,Local Fleet,IST-WH1,Electronics,0.16,2.6,0.0,Deliverd,17/07/2025,2,
APG101075,01-15-2025,Turkey,Iraq,aramex,IST-WH1,Sports,0.43,6.1,127.67,Delivered,2025-01-24,7,
APG100003,2025-05-31 08:00,UAE,Kuwait,aramex,AMM-WH2,Books,6.31,33.55,0.0,Delivered,2025-06-07 16:51,4,
APG100209,2025-02-13,Germany,UAE,DHL,AMM-WH1,  Toys  ,1.7,11.72,0.0,Deliverd,15/02/2025,10,
APG101179,2025-04-27 19:00,Jordan,Saudi Arabia,FastCourier,AMM-WH1,Beauty,5.02,29.26,0.0,DELIVERED,01/05/2025,2,
APG101196,01-31-2025,UK,Jordan,Local Fleet ,IST-WH1,Toys,0.52,6.66,19.57,RTO,2025-02-07,10,
APG100600,2025-07-16 20:00,UK,Saudi Arabia,aramex,AMM-WH2,Electronics,0.15,5.15,0.0,delivered,21/07/2025,10,
APG100939,2025-04-18 21:00,UK,Iraq,Local Fleet,DXB-WH1,Books,1.59,6.28,0.0,Deliverd,24/04/2025,10,
APG100478,2025-04-25 17:00,UK,UAE,DHL,AMM-WH2,  Sports  ,1.85,12.12,0.0,delivered,01/05/2025,10,
APG101009,02-25-2025,Turkey,Egypt,Local Fleet ,IST-WH1,Books,0.13,4.85,0.0,DELIVERED,2025-03-04,7,
APG100392,13/05/2025,Jordan,Saudi Arabia,aramex,DXB-WH1,Books,0.26,4.02,0.0,DELIVERED,17/05/2025,2,
APG100619,07-27-2025,UK,UAE,aramex,IST-WH1,Electronics,0.15,2.31,118.03,Delivered,01/08/2025,10,
APG100506,02-08-2025,Turkey,Jordan,SMSA,AMM-WH2,Sports,2.95,15.83,0.0,Failed Delivery,2025-02-14 04:51,7,Damaged Package
APG100276,2025-05-16 07:00,China,Saudi Arabia,SMSA,AMM-WH2,Electronics,0.95,6.11,231.11,Deliverd,2025-05-19,9,
APG100349,2025-05-10 15:00,Germany,Saudi Arabia,aramex,AMM-WH1,Fashion,2.05,12.8,0.0,IN TRANSIT,,10,
APG100712,2025-01-26 10:00,Turkey,Kuwait,SMSA,DXB-WH1,Home & Garden,4.4,21.09,0.0,delivered,2025-02-02 12:47,7,
APG100107,06-12-2025,Turkey,Egypt,SMSA,DXB-WH1,Toys,1.59,9.92,0.0,DELIVERED,2025-06-22 05:56,7,
APG100542,2025-07-11 07:00,Jordan,Iraq,FastCourier,AMM-WH2,Home & Garden,2.05,8.42,0.0,delivered,15/07/2025,2,
APG100087,2025-04-21 04:00,Turkey,UAE,FastCourier,AMM-WH2,Beauty,0.1,1.63,0.0,delivered,2025-04-27,7,
APG100960,2025-05-02,UK,UAE,DHL,AMM-WH1,  Beauty  ,1.98,6.33,0.0,Returned,12/05/2025,10,Customs Delay
APG100199,2025-06-19 16:00,Turkey,Saudi Arabia,SMSA,DXB-WH1,Home & Garden,,5.61,0.0,delivered,2025-06-22 13:39,7,
APG100981,09/07/2025,UAE,Egypt,SMSA,DXB-WH1,Beauty,0.23,2.21,0.0,delivered,2025-07-15 17:59,4,
APG100018,12/05/2025,Turkey,Jordan,Local Fleet ,AMM-WH2,Beauty,1.41,10.08,221.77,DELIVERED,16/05/2025,7,
APG100543,26/01/2025,China,Kuwait,Local Fleet ,DXB-WH1,Beauty,0.1,2.46,0.0,Delivered,2025-01-31 02:50,9,
APG101084,2025-08-15,UAE,UAE,,IST-WH1,,,,0.0,failed delivery,19/08/2025,4,
APG100828,2025-05-10 09:00,China,U.A.E.,FastCourier,IST-WH1,Fashion,0.64,7.42,0.0,DELIVERED,17/05/2025,9,
APG100576,2025-07-08,UK,UAE,Aramex,IST-WH1,Electronics,0.29,4.57,0.0,DELIVERED,2025-07-14,10,
APG100282,23/06/2025,UK,Jordan,aramex,AMM-WH1,Fashion,3.24,23.32,0.0,DELIVERED,2025-06-25 19:26,10,
APG100353,2025-03-26,UAE,Kuwait,Local Fleet ,DXB-WH1,Sports,0.61,4.51,0.0,Deliverd,2025-03-31,4,
APG100910,07-20-2025,China,Egypt,Aramex,AMM-WH2,Sports,2.9,15.48,0.0,delivered,2025-07-28,9,
APG100637,2025-03-02 19:00,Jordan,Jordan,,DXB-WH1,,,,0.0,Delivered,2025-03-04,2,
APG101199,2025-07-20,Turkey,Kuwait,SMSA,DXB-WH1,Sports,0.76,5.59,0.0,In Transit ,,7,
APG100997,2025-02-05,Turkey,Jordan,aramex,AMM-WH1,  Sports  ,2.1,8.27,0.0,DELIVERED,14/02/2025,7,
APG100533,19/07/2025,Turkey,Egypt,SMSA,IST-WH1,Toys,0.71,5.53,0.0,Deliverd,2025-07-27 22:21,7,
APG100360,2025-06-09,UAE,Saudi Arabia,Local Fleet ,AMM-WH2,  Home & Garden  ,1.57,12.92,0.0,DELIVERED,2025-06-15,4,
APG100188,11/07/2025,UAE,Kuwait,SMSA,IST-WH1,  Sports  ,0.52,6.89,0.0,DELIVERED,2025-07-18 20:12,4,
APG100208,2025-06-17 21:00,Jordan,Egypt,Local Fleet,IST-WH1,Books,1.0,9.45,0.0,DELIVERED,23/06/2025,2,
APG100166,03-03-2025,UK,Kuwait,Local Fleet,IST-WH1,Beauty,0.93,4.29,0.0,Failed,2025-03-08,10,Warehouse Delay
APG100935,2025-04-26 05:00,Germany,Jordan,FastCourier,IST-WH1,Home & Garden,1.69,10.27,0.0,In Transit,,10,
